age_days	branch	last_commit_date	author_email	files_changed	family	category	keep_candidate
65	origin/claude/investigate-month-close-bug-671Zm	2026-04-21	noreply@anthropic.com	1	origin/claude/investigate-month-close-bug	DELETE_STALE	true
65	origin/claude/fix-sticky-table-header-DRDXV	2026-04-21	noreply@anthropic.com	2	origin/claude/fix-sticky-table	DELETE_STALE	true
65	origin/claude/fix-ozon-sale-gross-PROdZ	2026-04-20	noreply@anthropic.com	4	origin/claude/fix-ozon-sale-gross	DELETE_STALE	true
65	origin/claude/fix-ozon-operations-c6me9	2026-04-21	noreply@anthropic.com	3	origin/claude/fix-ozon-operations	DELETE_STALE	true
65	origin/claude/fix-orphan-document-access-ybgBs	2026-04-20	noreply@anthropic.com	1	origin/claude/fix-orphan-document	DELETE_STALE	true
65	origin/claude/export-unit-extended-xlsx-VzYYR	2026-04-21	noreply@anthropic.com	2	origin/claude/export-unit-extended-xlsx	DELETE_STALE	true
65	origin/claude/audit-unit-extended-export-putaF	2026-04-21	noreply@anthropic.com	1	origin/claude/audit-unit-extended	DELETE_STALE	true
65	origin/claude/add-sku-column-zRzy4	2026-04-21	noreply@anthropic.com	1	origin/claude/add-sku	DELETE_STALE	true
64	origin/claude/unit-extended-xls-button	2026-04-21	noreply@anthropic.com	4	origin/claude/unit-extended-xls	DELETE_STALE	true
64	origin/claude/split-messenger-async-queue-TSb7D	2026-04-22	noreply@anthropic.com	7	origin/claude/split-messenger-async-queue	DELETE_STALE	true
64	origin/claude/setup-swagger-api-docs-GYESs	2026-04-21	noreply@anthropic.com	8	origin/claude/setup-swagger-api-docs	DELETE_STALE	true
64	origin/claude/register-nested-schemas-ePuAP	2026-04-21	noreply@anthropic.com	4	origin/claude/register-nested-schemas	DELETE_STALE	true
64	origin/claude/openapi-typescript-setup-qoP0k	2026-04-21	noreply@anthropic.com	11	origin/claude/openapi-typescript-setup	DELETE_STALE	true
64	origin/claude/fix-snapshot-schema-vpJ4S	2026-04-21	noreply@anthropic.com	8	origin/claude/fix-snapshot	DELETE_STALE	true
64	origin/claude/fix-schema-registration-qo3hU	2026-04-21	noreply@anthropic.com	3	origin/claude/fix-schema-registration	DELETE_STALE	true
64	origin/claude/document-marketplace-api-PYtbL	2026-04-21	noreply@anthropic.com	8	origin/claude/document-marketplace-api	DELETE_STALE	true
64	origin/claude/add-api-schema-validation-U9Irw	2026-04-21	noreply@anthropic.com	7	origin/claude/add-api-schema-validation	DELETE_STALE	true
64	origin/claude/ad-efficiency-frontend-IgStl	2026-04-21	noreply@anthropic.com	12	origin/claude/ad-efficiency-frontend	DELETE_STALE	true
64	origin/claude/ad-efficiency-backend-XstYJ	2026-04-21	noreply@anthropic.com	7	origin/claude/ad-efficiency-backend	DELETE_STALE	true
63	origin/claude/ozon-diagnostic-controller-jQmtg	2026-04-23	noreply@anthropic.com	1	origin/claude/ozon-diagnostic-controller	DELETE_STALE	true
61	origin/claude/refactor-sidebar-menu-JzXcd	2026-04-24	noreply@anthropic.com	1	origin/claude/refactor-sidebar-menu	DELETE_STALE	true
59	origin/claude/remove-cost-redirect-JJSRO	2026-04-27	noreply@anthropic.com	3	origin/claude/remove-cost-redirect	REVIEW	true
59	origin/claude/fix-expense-report-delta-OzJ0g	2026-04-27	noreply@anthropic.com	3	origin/claude/fix-expense-report-delta	REVIEW	true
59	origin/claude/add-inventory-search-EhbpF	2026-04-27	noreply@anthropic.com	6	origin/claude/add-inventory	REVIEW	true
58	origin/claude/revert-soft-mode-close-month-IwC38	2026-04-27	noreply@anthropic.com	3	origin/claude/revert-soft-mode-close-month	REVIEW	true
58	origin/claude/marketplace-monthly-preclosing-yP6r8	2026-04-27	noreply@anthropic.com	21	origin/claude/marketplace-monthly-preclosing	REVIEW	true
58	origin/claude/add-fines-prohibited-products-N5U7x	2026-04-27	noreply@anthropic.com	2	origin/claude/add-fines-prohibited-products	REVIEW	true
57	origin/claude/add-ozon-expense-type-Ff6Ul	2026-04-28	noreply@anthropic.com	2	origin/claude/add-ozon-expense-type	REVIEW	true
56	origin/codex/refactor-wildberriesadapter-response-handling	2026-04-30	pavelsur07@gmail.com	7	origin/codex/refactor-wildberriesadapter-response	REVIEW	true
51	origin/codex/perform-final-verification-and-regression	2026-05-04	pavelsur07@gmail.com	1	origin/codex/perform-final-verification-and-regression	REVIEW	true
49	origin/codex/add-prod-safe-cli-cleanup-for-ozon-duplicates	2026-05-06	pavelsur07@gmail.com	6	origin/codex/add-prod-safe-cli-cleanup-for-ozon-duplicates	REVIEW	true
41	origin/codex/fix-reprocess-raw-document-for-wb-sales-returns-and-costs	2026-05-14	pavelsur07@gmail.com	4	origin/codex/fix-reprocess-raw-document-for-wb-sales-returns-and	REVIEW	true
22	origin/codex/fix-deduplication-of-wb-financial-reports	2026-06-03	pavelsur07@gmail.com	16	origin/codex/fix-deduplication-of-wb-financial	REVIEW	true
11	origin/codex/style-local-cleanup	2026-06-13	pavelsur07@gmail.com	633	origin/codex/style-local	ACTIVE	true
8	origin/codex/vashfindir-domain-cutover	2026-06-16	pavelsur07@gmail.com	3	origin/codex/vashfindir	ACTIVE	true
